"sha256"," sha1"," md5"," dex_date"," apk_size"," pkg_name"," vercode"," vt_detection"," vt_scan_date"," dex_size"," added"," markets"
"E5BD78C7E974AB77CE8BEBDA9C7AB7521C875518A6F16002B064668A93ABBDAE","759E16C18314E313B063F200A46E00F49FE73518","5AA8AC510B878CAC9078F828BD09EB98","1980-01-01 00:00:00","5911918","gw.bao.mobile","92","0","2021-05-09 07:00:45","5556368","2021-04-09 04:32:01.123174","play.google.com'"
"A47971FCCE61714FD218DE3374F28F80B9F3851E84A9F8F2CB95A4721C9EE0F2","09CBEF228FB21BA37F0954DDF6831EA6059F966B","46A295D5BF5F7F0B5B4011ED94C82522","1981-01-01 01:01:02","12042674","com.mediasoft.bdmsenegal","3","0","2022-11-01 08:23:37","11269908","2022-10-01 02:17:08.253586","play.google.com'"
"623BFADA31E98130D3FB39DB7EE1CB62F0CF3744B58C4E1DAA084923382CA005","E60FBFFA3F94728741377682E46236944DB5D9D8","56693568E8F11D447721DB0D70C816DC","1980-01-01 00:00:00","15582899","com.mediasoft.bdm","9","0","2018-09-26 08:21:37","8237968","2018-08-15 03:59:39.890118","play.google.com'"
"9996ADBACBAC9CB465538DB341C2BB01D1F2E439987F68B387AD8A647E85D043","9D0CC666AF27F213E6397924C98791B6E8D3DC0E","A4649C54689259A6FB7698AF18659093","1980-01-01 00:00:00","74282764","com.mediasoft.bdm","19","0","2022-02-17 08:00:02","10717384","2021-09-02 13:51:32.854073","play.google.com'"
"B5289253D93C8862220E56F3A56CC24D75B270BB32F084F9ED5382210A5FD372","0F321E874404F4BED0663783C0C6531C1EE485C2","13C8CFCCFB706CFB26F3FEFBFC03CAEE","1980-01-01 00:00:00","15633162","com.mediasoft.bdm","10","0","2019-03-13 12:24:02","8243764","2019-02-01 06:12:52.656693","play.google.com'"
"F10FFEEACE95672BE839FAAF8C0E8590534BC7C91767750397C26E1BAEE51616","429C18C2F33360A5DC2381C94A3B9717093FC6E0","B036EFD1325827645F3E97B87A2681A3","1980-01-01 00:00:00","43450944","com.mediasoft.bdm","14","0","2021-12-24 18:14:25","9638244","2019-08-05 10:55:11.285081","play.google.com'"
"7C611ADB9FBA6B2EADEBBFBC9A5794297CA1318F6177A0A2A096ED92F4B9B069","B5CC105A3EFA084E3BA979199BC14373AABB65DF","C28A1C8B038D4487AB6CD86987949D03","1980-01-01 00:00:00","686425","com.bduci.mobile","10000","0","2022-07-15 07:02:37","145276","2022-06-15 10:12:12.002971","play.google.com'"
"41086BA5639ABC247A7F0B5E320B2942E73BC4E973C84E8950AB0F594B3AC5CB","2854E09A2E715B4E840061A502803ABD9F35B83F","240792079124F60F994EA52619338B01","1980-01-01 00:00:00","7719250","com.bfi.digital.prod","10","0","2020-06-17 13:33:22","7701688","2020-05-18 08:47:58.190552","play.google.com'"
"2E300F70EE09D7D6FE99F62C13E8A3E6303A69DA51D9756B1CFDE8414E9507DC","F71E97694F4CB28B8525F8D2D434F8682C683EAD","E15259A8743B12B76472E419BC8A3D7B","1980-01-01 00:00:00","77505377","com.mediasoft.bhci","14","0","2022-02-16 10:53:49","7857424","2021-09-29 06:58:33.477326","play.google.com'"
"5CEBDBC867A7A764FFFCE146041805E570A7BCF811CBD4CDC3BDB0FEF0EEC5E5","7C2C1D45B656CA4CEF160C5AFB7A4DCA71EA5E1B","1B30F03D1C3DB7065B1F2F4992BE30BD","1980-01-01 00:00:00","18120951","com.mediasoft.bhci","7","0","2019-06-27 19:50:13","9803852","2019-05-27 11:26:03.087066","play.google.com'"
